Ravens	Vocab	DSpan	Arith	WordSum
-0.4529309	-0.690872469	-0.679082764	-0.915952984	-0.943067159
-0.386629592	-0.959013503	-1.097996576	-0.95751596	-1.149220397
0.484420101	0.62664194	0.697600592	0.412721542	0.934911305
0.030631562	0.353023555	0.130905897	0.044441105	0.272831914
0.099784847	-0.000957432	0.268646244	-0.275943598	-0.053418455
-0.811990247	-0.682061957	-0.900538491	-0.780942454	-1.092784263
-0.213350095	0.095218346	-0.020213025	-0.290939487	0.125895796
0.37883461	0.519699712	0.787556797	0.310662927	0.736639078
-0.348454494	-0.228679473	0.384999758	-0.039327524	0.117501219
0.431622245	0.39760281	0.521847007	0.180859482	0.4695501
0.39281349	0.51308009	0.476249611	1.044388244	0.882048307
0.069737813	0.414527468	0.072691382	0.137619178	0.265156442
0.728500196	0.274401029	0.728280015	0.946395708	1.365893371
-1.542860571	-2.168546631	-2.292315578	-2.47505809	-2.622519447
-0.355807819	-0.633138857	-0.681179671	-0.858569646	-0.915735237
-0.494853335	-0.104976979	-0.05176885	-0.095657979	-0.358911421
-0.069816372	0.350258891	0.215834397	0.220932343	0.526474846
0.394060848	0.630941506	0.5704278	0.869283671	0.911777613
0.388415222	0.22528929	0.250469037	0.720755919	0.551342464
-0.45939239	-0.464789428	0.19716865	-0.279212517	-0.226651124
-0.128347062	-0.343887285	-0.309465961	-0.390789007	-0.723846896
-0.007826588	0.348782087	-0.077882859	-0.059356186	0.32856237
-0.420470185	-0.84016972	-0.637762617	-0.651622027	-0.51799437
-0.133497078	0.282896895	0.036331699	0.251668069	0.153158118
-0.453726259	-0.180509479	-0.577751537	-0.63881432	-0.865046006
0.77321466	0.946558427	1.307551334	1.600100501	1.416889567
0.330811677	0.05649617	-0.0964481	0.081318543	-0.014531967
-0.026351412	0.336820057	-0.053862617	0.15445722	0.160018924
-0.343980706	-0.4364736	-0.632359645	-0.490938092	-0.601481819
-0.3826968	-0.133724122	-0.454713371	-0.318329666	-0.316597309
0.385336335	0.41609771	0.402529746	0.596096465	0.451063434
0.28840599	0.662345241	0.460368827	0.834084694	0.842711314
0.180281378	0.458320721	0.208288451	0.074808852	0.218880999
0.085286713	0.325679911	0.085737419	0.668692971	0.506616435
-0.6426104	-1.167013946	-0.869021417	-0.938321596	-1.312499337
0.295137399	-0.331862306	-0.216003222	-0.848226975	-0.352776564
1.098126739	1.724949971	1.825492991	2.450296599	2.179861224
0.421431352	-0.219378304	-0.053318378	0.102914391	-0.3349122
-0.142327057	0.132914903	-0.164038467	0.043947096	0.248251339
-0.516087337	-0.417336681	-0.550229821	-0.82029657	-1.219314746
0.497866019	0.902142443	0.655963073	0.82378215	1.293252442
0.531650188	0.541154731	0.79788502	0.527300536	0.997931925
0.087507523	0.074808902	0.190288057	-0.39053342	-0.021680805
0.37982124	0.53432267	0.572869686	1.271931083	1.233066891
-0.155971948	0.072540909	-0.064221693	-0.290349045	-0.148365738
0.451120771	0.937121659	0.80066903	1.314623189	1.501962601
-0.11976301	0.488192862	0.21724087	0.404728399	0.073236731
-0.267378784	-0.225307312	-0.49118774	-0.885083252	-0.389970045
-0.210617309	-0.337196382	-0.083643821	-0.581138105	-0.699971083
-0.777411977	-0.841570865	-1.246808905	-0.865353296	-1.519835057
0.427689516	0.232294652	0.404376767	0.573623007	0.482228874
-0.798997059	-0.571560118	-0.909385757	-1.096780485	-1.383014039
-0.573715014	-0.601941467	-1.05208718	-1.494627572	-1.620944593
-0.043545775	0.046533783	0.184594406	-0.295687422	0.322797553
0.132373094	-0.340113024	-0.06887143	0.038884474	0.509526935
0.236047392	0.259544953	0.096180371	0.545484499	0.455032492
-0.281736084	-0.086770033	-0.193735572	0.067514664	-0.105345928
-1.163857144	-1.15978025	-1.420944018	-1.163876874	-1.449259904
-0.513716114	-0.332059427	-0.827235903	-0.906762625	-1.38334064
-0.348477555	-0.818547635	-0.825170502	-0.778341694	-1.025958714
-0.566774507	-0.584248384	-0.873524016	-0.659946414	-0.798024356
-0.613218914	-0.769126486	-0.421947512	-1.019850665	-0.988180923
-0.315040428	-0.57836659	-1.114111886	-0.736055985	-0.796222514
-0.431333632	-0.555421271	-0.944110877	-0.740470845	-0.850243959
0.032931657	-0.203819692	-0.586096168	-0.586842271	0.0057393
-0.446330456	-0.609176862	-0.612742336	-0.724543133	-0.891218549
-0.772799703	-0.458515153	-0.197165296	-0.297460016	-0.793617187
-0.448566085	-0.44852391	-0.463359178	-0.305302665	-0.893795667
0.659939851	0.634843611	0.468224095	0.288464281	0.354197158
-0.330875092	0.157352361	-0.23686068	0.044412098	0.185713791
0.410319143	0.094998565	0.094085683	0.540186689	0.405613293
-0.023023213	0.281746127	0.035783735	0.371683253	0.406424635
0.210857277	0.332845533	0.577667134	1.146724511	1.26663546
-0.15700278	-0.015680312	0.217143478	-0.291376943	-0.388747009
-0.181347897	-0.53680566	-0.078194734	-0.574634062	-0.528026686
-0.31420902	-0.37941906	-0.367749079	-0.78222617	-0.629241742
-0.43726237	-0.152056863	-0.693833009	-0.717533846	-0.330946515
0.095414575	0.01445603	-0.039688812	0.562504511	0.685751565
0.18359018	0.15397263	0.334788889	-0.086374149	0.209850443
-0.580016729	-0.479759122	-0.853895187	-0.648804487	-0.859799183
-0.643181271	-0.501478465	-0.952506601	-0.816245206	-0.550235653
0.07042966	0.261081013	0.714439945	0.586219359	0.885885085
0.567344207	0.035132066	0.171033449	0.655344265	0.199396762
0.735394364	0.264869689	0.325358654	0.715852027	0.863149989
-0.242787971	0.112908756	0.127018964	0.389853644	0.11137986
0.084943078	-0.311833355	-0.650317998	-0.303452597	-0.575214699
0.46989874	0.834366373	0.50813773	1.258939892	1.050166829
-1.169745725	-1.194846952	-1.409913912	-1.75298967	-2.25259751
-0.101742317	-0.305531533	-0.300211183	-0.442602532	-0.739308802
-0.103611847	-0.096359197	0.052528775	-0.148429293	-0.024648542
-0.225182528	-0.530612652	-0.206937296	-0.142797084	-0.707553611
-0.414764463	0.083980458	-0.153510066	-0.488108702	-0.569170773
-0.047890027	-0.823460419	-0.610031297	-0.189534594	-1.078534552
-0.081357375	0.130481922	0.109573483	0.069704867	0.054600131
0.423525056	0.310286495	0.080874477	0.279048872	0.102874615
0.505649676	0.56217483	0.446749137	0.978010992	0.690673607
-0.025488192	-0.219609728	0.072791661	0.092958503	0.353890991
-0.012036207	-0.408515375	-0.531430568	-0.923774378	-0.830332721
-0.829831279	-0.937926826	-1.469227006	-1.248369023	-1.55269414
-0.678916791	-0.709393059	-0.881238021	-0.744315431	-1.051627476
-0.00484254	-0.434944163	-0.669397119	-0.67730198	-1.167593012
0.360764956	0.030211036	-0.026191329	-0.240996149	0.172574881
0.500766704	0.862111474	0.974395947	0.624879811	0.969791229
-0.727818993	-0.610897342	-0.377935697	-0.478017889	-0.653395927
0.361965404	0.294732151	0.530044076	0.589374272	0.912614163
0.309832	0.500869739	0.303530127	0.255642144	0.185192798
-0.362937171	-0.809296845	-0.69716308	-0.36628624	-0.458559283
-0.032775505	0.076282784	-0.028053669	0.09434836	-0.403865588
0.029614678	0.032811317	-0.23127562	-0.083470519	-0.138863683
0.286831774	0.312234192	0.141730944	0.41001009	0.58611298
-0.102008231	0.078914812	-0.220463351	-0.307360286	-0.120795846
0.153941213	0.141311903	0.225315272	-0.076472079	-0.150239393
0.077395711	0.138175964	0.400895248	0.288232612	0.654813183
-0.335185976	-0.581610357	-0.532063326	-0.322643672	-0.784553122
-0.394774718	-0.479247539	-0.26912627	-0.661053113	-1.244471633
0.779971278	0.543504328	1.203824585	1.166213316	1.098032013
0.363084253	0.754808508	0.325433417	0.969815892	0.830094221
-0.231423575	-0.290018957	-0.138491245	-1.014403582	-0.694405801
-0.630630721	-0.031750255	-0.006192911	-0.039715581	-0.16472533
-0.177645313	0.184286801	0.23111089	0.273387658	0.019655331
-0.358789929	-0.494402472	-0.606392916	-0.596149273	-0.885358503
0.473760677	0.55876927	0.442723755	0.648075188	0.698971489
-0.257103984	-1.009290583	-1.253325355	-1.152307126	-0.985453123
-0.182517304	-0.256361553	0.112443025	-0.072580779	-0.047841024
0.303949746	0.226212719	0.681364797	0.774233181	0.671984995
0.105302357	0.560771255	0.417016394	0.581377622	0.65087836
0.276738471	0.311997455	0.194221577	0.138169011	0.329703241
0.56261738	0.745254595	0.776141206	0.99791156	1.298275398
-0.229914921	-0.044120324	-0.171921509	-0.290567447	0.045018106
0.018465517	-0.198034548	-0.053711038	-0.478401594	-0.214752382
0.874189113	0.599658974	0.720916448	0.743874141	0.620442308
-0.437545815	-0.56364979	-0.669358112	-0.82323114	-1.25539225
0.85888562	0.859581296	0.699428029	0.995053256	0.946163227
-0.10693144	-0.010694369	0.280462353	-0.196855627	-0.032486802
1.077580177	1.062390005	1.434246462	1.567426023	1.970819749
-0.393155909	-0.56439192	-0.57193812	-0.416361938	-0.347536086
-0.028033298	0.124819888	0.439743434	0.300405412	0.255774512
-0.219748848	-0.179884388	-0.202976604	-0.647535323	-0.950599852
0.885489084	0.997825152	0.701882343	1.179913981	0.933644489
0.542352976	0.232310311	0.774672915	0.285360998	0.6756244
-0.285070966	0.137859759	0.255187989	-0.123295587	-0.430389837
-0.074077491	-0.39515045	-0.106983085	-0.525611949	-0.267931042
0.601323427	0.521146389	0.287721057	0.702313769	0.883083439
-0.151724928	-0.542472029	-0.785969598	-0.859720381	-0.630186756
0.360698504	-0.035743847	0.116557382	0.065260923	-0.11270776
-0.10238808	-0.169818987	-0.096293394	-0.260610453	-0.448155595
-0.049498346	0.002509097	0.06966304	-0.023779807	0.084145479
0.059231292	0.454531946	0.501289492	0.699163054	0.68570617
0.239650612	0.121913356	-0.354573989	-0.261533209	-0.287235542
0.2023586	0.630515597	0.856663887	0.893018551	1.072489725
-0.117190941	-0.277848423	-0.211114153	-0.23119542	-0.454757742
0.043599038	0.715289306	0.608553014	0.964503427	0.746005729
-0.445881823	-0.587207157	-0.880686059	-1.031723336	-1.599846121
0.591454633	0.575148491	0.346797192	1.080122124	0.549837966
-0.566352815	-0.708521162	-1.10529231	-0.735990053	-1.442111804
-0.384847484	-0.337732622	-0.163526676	-0.472803854	-0.349601511
0.405988843	0.492318446	0.284296491	0.746129163	1.065692793
0.260367911	0.372892777	0.761927917	0.549633166	1.04684905
0.833826099	0.887617532	0.560201109	1.219416624	1.550661726
-0.22267231	-0.603009657	-0.476864502	-0.385931888	-0.589388122
0.109913364	0.275881025	0.834831284	0.515411518	0.280452825
0.301466425	0.345432746	0.495176355	0.391182693	0.359186902
-0.053016941	-0.455359119	-0.338414174	-0.237145611	-0.289889136
0.284900926	0.363629065	0.004997397	0.578680348	0.636628884
0.286052192	-0.008963993	0.190215055	0.471703205	0.197984043
0.012684609	0.08779661	-0.07060258	-0.637721769	-0.38524549
0.487691746	0.960193318	1.472307588	1.430145931	1.529711376
0.528331846	1.022806707	1.009038706	1.170261753	1.071180874
0.305645451	0.265547127	0.209258031	0.54925164	0.703973888
-0.567373296	-0.385925685	-0.419820739	-0.19460822	-0.319130386
0.390593468	0.690775904	0.316918054	0.482641942	1.109539919
0.209496535	0.115665308	0.327218	0.591487483	0.496020658
0.225420103	0.86746733	0.521014225	1.055339967	1.27265358
0.196639864	0.168031397	-0.554647998	-0.271239344	0.221236861
0.681456937	0.242055364	0.841798918	0.404413063	0.577674299
0.122957371	0.39085181	0.137974026	0.338633278	0.380921166
-0.005529168	-0.160782194	-0.332770646	-0.219987197	0.053353784
0.271501716	-0.304638307	-0.019694652	0.198046457	-0.00674213
-0.49535309	0.123969175	-0.24342926	-0.106850151	-0.454516624
-0.481899182	-0.056666653	-0.044233296	-0.256731916	-0.400619214
-0.122792453	-0.786517783	-0.478797282	-0.288735189	-0.400322497
-0.976680192	-1.174225981	-1.100229874	-1.431070731	-1.522626637
0.935966831	0.805594884	1.093061472	0.363992476	0.951559107
-0.178063947	-0.039369482	-0.32452353	-0.307212209	-0.341881044
0.242080568	-0.066400208	0.014052048	-0.267572102	0.048927761
-0.963798491	-0.983407247	-1.1899987	-1.509521632	-1.611246174
0.590481778	0.325951374	0.273452633	0.327338659	0.690810546
-0.385008858	-0.728725691	-0.857977372	-0.887159163	-1.159758237
0.08232511	0.203050184	0.075111376	0.161433134	0.138687315
-0.394086191	-0.003355758	-0.705248988	-0.228452208	-0.472226842
-0.724579493	-0.930245309	-0.854930341	-1.644311585	-1.907831161
0.062295365	-0.276228241	-0.160974849	-0.000477106	-0.341512793
-0.494772994	-0.642312974	-1.082975775	-0.890359525	-1.023836751
-0.703097096	-1.271846412	-1.411832322	-1.346059708	-1.415521758
0.070516757	-0.014904641	-0.392660654	-0.618132893	-0.475182823
0.0418785	-0.058413496	-0.173005953	0.114681859	-0.35248838
-0.097260798	-0.130663326	0.029486386	-0.245477384	-0.320330381
0.143066207	-0.120274889	0.182088891	0.053057416	0.100420315
0.345692736	-0.078123903	0.348089565	-0.492211399	-0.301265354
0.46224311	0.112184978	0.480011768	0.453007582	0.550464646
0.207078369	0.59418728	0.895768775	0.952683726	0.669695354
-0.995740095	-1.009490851	-1.391922833	-2.195453267	-2.069325465
-0.196990719	-0.147297746	-0.368427941	-0.386451058	-0.339731497
0.0823762	0.296532757	-0.008675487	-0.110238545	0.213165363
-0.040498192	0.121703606	0.341527312	0.432221672	0.28143991
0.418213275	0.368928397	0.433167026	0.583569563	0.470194458
-0.97801223	-1.675275518	-2.032017222	-2.402892643	-2.319976245
0.07728469	-0.090385308	0.209105052	-0.179160233	-0.407508667
-0.0184867	-0.065435901	-0.160723206	-0.073237634	-0.07762885
0.28632966	0.353132093	0.011805776	0.391471122	0.448458777
-0.138345568	0.202771294	0.272676364	-0.33390166	0.261801786
0.383335276	0.148306663	0.1769117	0.386959529	0.552658553
0.250982505	0.274586157	0.076804152	0.208513472	0.788495439
0.308211159	0.577442379	0.71928717	0.87899565	1.398255414
-0.499044394	-0.514308836	-0.637340811	-0.706731117	-0.82585153
-0.616786141	-0.09740921	-0.532120902	-0.627482429	-0.555100273
2.76E-05	0.373724202	-0.024358542	0.280412554	-0.189458422
-0.469204973	-0.096595042	-0.248146004	-0.390854056	-0.22749622
-0.455702386	-0.010545406	-0.01521934	-0.193308306	-0.401981058
-0.486973084	-0.929317665	-0.906362668	-1.122967167	-1.140821862
-0.195952168	0.11488774	-0.440282039	-0.083061608	-0.17614698
-0.39585437	-0.760829657	-0.704858492	-1.2219026	-0.614128516
0.359177648	0.579976472	0.651246542	1.291257432	1.490447011
0.442929263	0.045698117	0.208727666	0.165648876	0.358325909
-0.283467532	-0.526943961	0.010186979	-0.283311393	-0.694063589
-0.350508602	0.036823325	-0.140786903	-0.420090963	-0.354489268
-0.161513017	-0.510077873	-0.405390375	-0.678317768	-0.718989602
0.063346901	0.025164499	-0.097039473	0.171372676	0.443464193
-0.148235916	0.243195979	-0.106654248	-0.364268434	-0.580223864
0.221498356	-0.115811749	0.059305675	0.134723164	0.621025216
-0.441716373	-0.097279414	-0.322501315	-0.567533125	-0.885535492
-0.002813092	0.009982254	0.09644315	0.11524581	-0.193412776
-0.132792175	-0.152369524	-0.191625142	-0.441212549	-0.295312358
-0.215669586	-0.176784541	-0.165625645	-0.31687411	-0.518697563
0.081339039	0.025328808	0.127747302	0.080749012	-0.12830407
0.094473593	0.303889169	0.154775046	0.451977684	0.227908534
0.548742327	0.642808823	0.461243448	1.084464027	1.004185483
0.35957435	-0.105252301	0.110440589	0.241257082	0.217372277
0.266927645	0.405045528	0.676094824	0.766259694	0.915543631
0.456426633	1.21166087	0.78367577	1.294040059	1.056502878
-0.715793284	-0.897237731	-0.913203724	-1.211202082	-1.590760461
-0.452948277	-0.034145938	0.039780274	-0.170854525	-0.167771369
0.893564926	0.642733375	0.711790081	1.05515831	1.395886063
-0.186683822	-0.304126871	-0.040585954	-0.08311442	-0.305664061
-0.443195546	-0.288297782	-0.39933375	-0.374336439	-0.930406397
-0.253167583	-0.336758602	0.026969651	-0.13456981	-0.136022898
-0.285108917	-0.365339784	-0.713593125	-0.656085179	-0.780606759
-0.313134794	-0.551398866	-0.421408578	-0.419865607	-0.688672025
0.031524012	0.34294833	0.242618711	0.395957464	0.648093338
-0.060697859	0.189262679	0.442376501	0.475523644	0.555656342
-0.435355641	-0.46690392	-0.069828728	-0.110100213	-0.300336509
-0.384799247	-0.789230633	-1.280038062	-1.000430333	-1.36042026
-0.643090505	-0.80036804	-0.948475078	-0.829336148	-1.554591428
-0.719793792	-0.527152725	-0.324290191	-0.693696472	-0.520954844
-0.818444871	-0.87196578	-1.164789044	-1.446845984	-1.006635319
0.002050868	-0.307477036	-0.226259258	-0.239119378	-0.529912691
0.606369751	0.650766264	1.024739749	1.335637293	1.360681108
-0.795511596	-0.559128684	-0.556658234	-0.676103579	-0.648505945
-0.022077733	0.246676042	0.119067235	0.166410415	0.266980772
-0.042931671	0.039465257	0.087945852	0.075874639	-0.227495774
-0.471002595	-0.80338164	-0.552724956	-0.182268576	-0.999062793
-0.573902688	-0.301519204	-0.391510893	-0.716277884	-0.873015887
0.82371497	0.759166599	0.682791165	0.814620453	0.835661217
0.150436973	0.233612668	0.13679989	0.418992664	0.075864919
-0.02145684	-0.242939669	-0.0712474	-0.13735604	-0.419659586
-0.542065594	-0.728465674	-0.449783243	-0.695501755	-0.622965155
0.224995706	-0.013346868	0.038192674	0.589023425	0.645211137
-0.194375093	-0.449835682	-0.287744822	-0.457509222	-0.603138892
0.148013937	0.295204159	0.264154131	0.403030012	0.748203259
0.379191595	0.883947621	0.460317341	0.562164774	0.83255964
-0.358070306	0.009185764	-0.080848736	-0.262449757	-0.121532446
-0.767198658	-0.093899672	-0.275919729	-0.381564384	-0.638805368
0.187902929	0.441066673	0.501189465	0.505837647	0.542182122
0.634225296	0.778518772	0.83666671	1.048076034	1.010850468
0.066075856	0.505310029	0.266762458	0.003442092	0.672651334
0.070272673	-0.144177409	0.094913088	0.116235064	0.334544936
0.072305086	0.237397509	-0.023915022	0.304815514	0.046199725
0.527466072	0.479348396	0.850422795	0.709637865	0.826567699
0.403076889	0.261463004	0.380062781	0.31473268	0.192689186
-0.389539696	-1.034875896	-0.285271225	-1.022870815	-1.14409172
-1.336704334	-1.066733397	-1.188514583	-1.569222206	-1.528252806
0.239945226	0.056031801	0.566054231	0.714003347	0.835412774
-0.524389197	-1.063401808	-0.834325024	-1.026606751	-1.041218252
0.780495905	1.015321957	1.240625983	0.93335884	1.061372817
-0.040870034	-0.219538722	-0.008000489	0.749623267	-0.071085048
0.608126874	0.486365951	0.935359611	1.337999281	0.865751877
-0.36579356	-0.066661754	-0.594201872	-0.777847928	-0.712930197
-0.240122751	-0.1414885	-0.956714293	-0.938953532	-0.90901215
0.234408732	0.034990169	0.252724548	0.872948098	0.775082972
0.602211736	0.660477537	0.399377302	0.971180684	0.793580918
-0.844645968	-0.542351538	-1.428779282	-1.096498599	-1.433728801
-0.782224627	-0.411130128	-0.610696563	-1.186573726	-0.952066424
-0.165661433	-0.405683997	-0.249243909	-0.593005486	-0.913412765
-0.183252423	0.110236385	0.086331644	-0.016226099	0.239784349
0.125281954	-0.472522437	-0.473276584	-0.306670217	-0.405495056
-0.262356932	-0.350621394	-0.235718284	-0.52248403	-0.788419179
-0.650877521	-0.716971862	-0.772787464	-0.963714888	-1.138154575
0.126505847	0.245310699	0.070199852	0.208321274	0.398950094
-0.432073765	-0.403339764	-0.452456912	-0.33968021	-0.590998029
-0.707023068	-0.655367878	-1.314775082	-1.085067214	-0.934495779
-0.156585097	-0.130366868	-0.307853479	-0.161551552	-0.350467523
-0.391416754	-0.402866462	-0.193194351	-0.517485764	-0.520720602
-0.109467122	-0.013582033	0.091213675	0.353816774	0.225288366
-0.394136295	-0.460967703	-0.578826662	-0.61117291	-1.134078832
-0.026794789	0.247839875	-0.709691578	-0.505982266	0.014015259
0.101996815	0.015963021	0.308021694	0.108492367	0.305065132
0.012580315	0.467164027	0.234472153	0.315694396	0.24194275
-0.253491661	-0.212750543	-0.286191755	-0.465390527	-0.134644636
-0.178227236	-0.797551275	-0.798456026	-0.935102334	-1.044602341
0.443240308	0.130748021	0.258268772	0.462862966	0.487675188
-0.075629878	-0.540762282	-0.137626866	-0.610611274	-0.405374839
-0.313602294	-0.344865018	-0.139024086	-0.485573865	-0.331466787
0.045575341	0.278572618	0.256651115	0.260787176	0.166347474
-0.585630756	-0.361024108	-0.58331866	-0.899980423	-1.066531406
0.752382681	0.807961376	0.867525654	1.018296747	1.125048362
0.358467225	0.608330639	1.055913301	0.927244487	1.120833273
-0.009101774	-0.092816237	-0.031178116	-0.516178107	-0.07558863
-0.620664094	-0.513804327	-0.798554713	-0.89623153	-0.861429655
-0.507339076	-0.405430457	-0.758058028	-0.925477213	-0.529995393
0.130783615	-0.165593415	0.465939625	-0.021927421	0.353057057
0.396209255	0.226716797	0.438860855	0.772006572	0.725006437
0.298208212	-0.04035667	0.286906101	0.140362057	-0.19263635
0.031492216	-0.153220582	-0.047470308	-0.374652872	-0.318638345
-0.163017435	-0.772101328	-0.35825364	-0.766041149	-0.466984137
0.440108125	0.365355774	0.428486963	0.860173517	0.98681276
-0.116864569	0.515927794	0.286617426	0.19295512	0.328099869
0.091636485	-0.11519534	0.265460803	0.317346907	0.164032745
-0.625116467	-0.608383374	-0.462852254	-0.677794312	-1.011331708
0.248106989	0.140693404	0.2790901	0.619874026	0.184581726
0.31475951	0.037080948	0.323089238	0.590465716	0.439215092
